AÑO,"SOURCE","TARGET","ESTADO"
"2005","Eastmoor academy","U. De caldas","norte "
"2005","Beck middle school","U. Del quindio","cucuta"
"2005","School for international training","U. Nal. De Col.","norte "
"2005","U. Of south carolina - columbia","U. Externado de Col.","cucuta"
"2005","New york film academy, new york","Escuela Col. de ingenieria julio garavito","norte "
"2005","U. Prep academy","U. Del atlantico","cucuta"
"2005","Richland northeast high school","U. Del valle","norte "
"2005","Columbia U. In the city of new york","U. De manizales","cucuta"
"2005","Westminster choir college","U. De nariño","norte "
"2005","Lasell college","U. Javeriana","cucuta"
"2006","Brandeis U.","U. Eafit-","norte "
"2006","U. Of arizona","U. Del cauca","cucuta"
"2006","Indiana U. Bloomington","U. Del valle","norte "
"2006","Georgetown U.","U. Pontificia bolivariana","cucuta"
"2006","U. Of florida","U. Externado de Col.","norte "
"2006","Rutgers, the state U. Of new jersey","U. De los andes","cucuta"
"2006","Boston college","Escuela de ingenieria de antioquia eia","norte "
"2006","Brandeis U.","Escuela de ingenieria de antioquia eia","cucuta"
"2006","Emory U.","U. Nal. De Col.","norte "
"2006","U. Of california, berkeley","U. Industrial de std","cucuta"
"2006","U. Of illinois at urbana-champaign","U. Nal. De Col.","norte "
"2006","Kansas state U.","U. Autonoma de bucaramanga-unab-","cucuta"
"2006","Purdue U.","U. Tecnologica de pereira - utp","norte "
"2006","Arizona state U.","U. Tecnologica de pereira - utp","cucuta"
"2006","Suny stony brook","U. Autonoma de occidente","norte "
"2006","Rochester institute of technology","U. Autonoma de occidente","cucuta"
"2006","U. Of wisconsin - madison","U. De los andes","norte "
"2006","Florida state U.","U. Del quindio","cucuta"
"2006","Illinois state U.","U. Pedagogica nal.","norte "
"2006","Suny at buffalo","U. Del tolima","cucuta"
"2006","U. Of iowa","U. Militar-nueva granada","norte "
"2006","Harvard U.","U. Nal. De Col.","cucuta"
"2006","U. Of maryland - college park","Colegio mayor de nuestra señora del rosario","norte "
"2006","U. Of washington","U. Javeriana","cucuta"
"2006","Ball state U.","U. Del valle","norte "
"2006","Suny at binghamton","U. De antioquia","cucuta"
"2006","Temple U.","U. Nal. De Col.","norte "
"2006","Cornell U.","U. De los andes","cucuta"
"2006","Massachusetts institute of technology","U. De los andes","norte "
"2006","San francisco art institute","U. Nal. De Col.","cucuta"
"2006","Temple U.","U. Distrital-francisco jose de caldas","norte "
"2006","Pratt institute","U. Nal. De Col.","cucuta"
"2006","Columbia U. In the city of new york","U. Javeriana","norte "
"2006","U. Of california, berkeley","U. Libre","cucuta"
"2006","California state U. - sacramento","U. Javeriana","norte "
"2006","Columbia U. In the city of new york","U. De barcelona","cucuta"
"2006","Cesar chavez middle school","U. Incca de Col.","norte "
"2006","Guilford high school","U. Del valle","cucuta"
"2006","New york U.","U. Nal. De Col.","norte "
"2006","U. Of california, berkeley","U. Javeriana","cucuta"
"2006","Villa madonna academy","U. Nal. De Col.","norte "
"2006","Alief ind. School district-elsik high school","U. Nal. De Col.","cucuta"
"2006","Wilson senior high school","U. Del atlantico","norte "
"2006","Ball state U.","U. Del cauca","cucuta"
"2006","Mcmeen elementary school","U. Santo tomas","norte "
"2006","Emory U.","U. Javeriana","cucuta"
"2006","U. Of alabama at birmingham","U. Tecnologica de pereira - utp","norte "
"2007","U. Of illinois at chicago","U. Nal. De Col.","cucuta"
"2007","Ohio U. - main campus","U. De antioquia","norte "
"2007","Georgetown U.","U. De los andes","cucuta"
"2007","Georgia institute of technology - main campus","U. Del quindio","norte "
"2007","U. Of oregon","U. Javeriana","cucuta"
"2007","Emory U.","Escuela de ingenieria de antioquia eia","norte "
"2007","Kansas state U.","U. Nal. De Col.","cucuta"
"2007","U. Of maryland, college park","Escuela de ingenieria de antioquia eia","norte "
"2007","U. Of arizona","U. Nal. De Col.","cucuta"
"2007","Pennsylvania state U.","U. Eafit-","norte "
"2007","U. Of maryland - college park","U. Eafit-","cucuta"
"2007","Georgia institute of technology - main campus","U. De los andes","norte "
"2007","Suny at buffalo","U. Tecnologica de bolivar","cucuta"
"2007","U. Of connecticut","U. Industrial de std","norte "
"2007","U. Of illinois at urbana-champaign","U. Distrital-francisco jose de caldas","cucuta"
"2007","U. Of arkansas, fayetteville","U. Javeriana","norte "
"2007","Michigan state U.","U. Nal. De Col.","cucuta"
"2007","U. Of maryland - college park","U. De los andes","norte "
"2007","Pratt institute","U. Nal. De Col.","cucuta"
"2007","U. Of utah","U. De los andes","norte "
"2007","Indiana U. Bloomington","U. De los andes","cucuta"
"2007","The new school","U. De los andes","norte "
"2007","U. Of california, santa barbara","U. Nal. De Col.","cucuta"
"2007","American U.","U. Libre","norte "
"2007","Michigan state U.","U. Del valle","cucuta"
"2007","U. Of hawaii at manoa","U. De antioquia","norte "
"2007","Temple U.","U. De los andes","cucuta"
"2007","The new school","U. De los andes","norte "
"2007","Massachusetts institute of technology","U. De los andes","cucuta"
"2007","Massachusetts institute of technology","U. Pontificia bolivariana","norte "
"2007","Cornell U.","U. Nal. De Col.","cucuta"
"2007","North elementary brighton -co","U. Pedagogica nal.","norte "
"2007","Irving elementary school","U. Del atlantico","cucuta"
"2007","Longfellow school","U. De la salle","norte "
"2007","Mason county high school","U. Del valle","cucuta"
"2007","Eastern washington U.","U. Nal. De Col.","norte "
"2007","Washington U. In st louis","U. De los andes","cucuta"
"2007","Suny purchase","U. De los andes","norte "
"2008","Purdue U.","Escuela de ingenieria de antioquia eia","cucuta"
"2008","Purdue U.","U. Eafit-","norte "
"2008","Emory U.","Escuela de ingenieria de antioquia eia","cucuta"
"2008","Wake forest U.","U. Del valle","norte "
"2008","U. Of connecticut","U. De antioquia","cucuta"
"2008","U. Of connecticut","U. De antioquia","norte "
"2008","Iowa state U.","U. Tecnologica de pereira - utp","cucuta"
"2008","U. Of pittsburgh - main campus","U. De los andes","norte "
"2008","Cornell U.","U. De los andes","cucuta"
"2008","U. Of arizona","U. Autonoma de manizales","norte "
"2008","Suny at albany","U. Pontificia bolivariana","cucuta"
"2008","U. Of kansas","Colegio mayor de nuestra señora del rosario","norte "
"2008","Syracuse U.","U. Eafit-","cucuta"
"2008","U. Of florida","U. Pontificia bolivariana","norte "
"2008","U. Of wisconsin - madison","U. Industrial de std","cucuta"
"2008","U. Of cincinnati","U. Autonoma de manizales","norte "
"2008","Southern illinois U. Carbondale","U. Pontificia bolivariana","cucuta"
"2008","Duke U.","Escuela de ingenieria de antioquia eia","norte "
"2008","U. Of florida","U. Del valle","cucuta"
"2008","Suny at binghamton","U. De antioquia","norte "
"2008","U. Of south carolina - columbia","U. Industrial de std","cucuta"
"2008","Duke U.","U. Nal. De Col.","norte "
"2008","Suny stony brook","U. Industrial de std","cucuta"
"2008","U. Of florida","U. Del norte","norte "
"2008","U. Of illinois at urbana-champaign","Escuela de ingenieria de antioquia eia","cucuta"
"2008","Suny at buffalo","U. Del norte","norte "
"2008","Temple U.","U. Javeriana","cucuta"
"2008","U. Of maryland - college park","U. Eafit-","norte "
"2008","U. Of massachusetts amherst","U. Javeriana","cucuta"
"2008","U. Of cincinnati","Escuela de ingenieria de antioquia eia","norte "
"2008","Suny at buffalo","U. Del norte","cucuta"
"2008","Suny at buffalo","U. Del norte","norte "
"2008","Purdue U.","U. Del norte","cucuta"
"2008","U. Of illinois at urbana-champaign","Escuela de ingenieria de antioquia eia","norte "
"2008","Southern illinois U. Carbondale","U. Pontificia bolivariana","cucuta"
"2008","Michigan state U.","U. De los andes","norte "
"2008","American U.","U. De los andes","cucuta"
"2008","Boston college","U. Eafit-","norte "
"2008","Ohio state U.","U. De nariño","cucuta"
"2008","Rice U.","U. De los andes","norte "
"2008","U. Of illinois at chicago","U. De los andes","cucuta"
"2008","Columbia U. In the city of new york","Colegio mayor de nuestra señora del rosario","norte "
"2008","Iowa state U.","U. Nal. De Col.","cucuta"
"2008","Washington state U.","U. Tecnologica de bolivar","norte "
"2008","U. Of wisconsin - madison","U. Industrial de std","cucuta"
"2008","George washington U., the","U. Externado de Col.","norte "
"2008","U. Of notre dame","U. De antioquia","cucuta"
"2008","U. Of connecticut","U. Nal. De Col.","norte "
"2008","U. Of maryland - baltimore","U. De los andes","cucuta"
"2008","The new school","U. De los andes","norte "
"2008","U. Of california, berkeley","U. De los andes","cucuta"
"2008","California institute of the arts","U. De los andes","norte "
"2008","Brown U.","U. Javeriana","cucuta"
"2008","San francisco art institute","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2008","Stanford U.","U. De los andes","cucuta"
"2008","U. Of maryland - college park","U. Tecnologica de pereira - utp","norte "
"2008","Georgia institute of technology - main campus","U. De los andes","cucuta"
"2008","U. Of california - san diego","U. De los andes","norte "
"2008","Regis college","Colegio mayor de nuestra señora del rosario","cucuta"
"2008","Souhegan high school","U. Libre","norte "
"2008","Luella high school, locust grove","U. De caldas","cucuta"
"2008","Granville middle school/granville","U. De la salle","norte "
"2008","U. Of california - davis","U. Externado de Col.","cucuta"
"2008","Colorado state U.","U. Del valle","norte "
"2008","Medical U. Of south carolina","U. Nal. De Col.","cucuta"
"2008","Alameda high school","U. De la salle","norte "
"2009","U. Of california - davis","U. Nal. De Col.","cucuta"
"2009","Ohio U. - main campus","U. De manizales","norte "
"2009","U. Of missouri - st louis","U. Nal. De Col.","cucuta"
"2009","U. Of maryland - college park","U. Estatal de moscú","norte "
"2009","Cornell U.","U. De antioquia","cucuta"
"2009","U. Of wisconsin - madison","U. Pedagogica nal.","norte "
"2009","U. Of missouri - kansas city","U. Del norte","cucuta"
"2009","Washington state U.","U. Javeriana","norte "
"2009","U. Of louisville","U. Javeriana","cucuta"
"2009","U. Of arizona","U. De caldas","norte "
"2009","U. Of alabama at birmingham","U. Del cauca","cucuta"
"2009","U. Of arkansas, fayetteville","U. Tecnologica de pereira - utp","norte "
"2009","Duke U.","U. Del quindio","cucuta"
"2009","Purdue U.","U. Icesi","norte "
"2009","U. Of pittsburgh - main campus","U. De pamplona","cucuta"
"2009","Lincoln U.","U. Pedagogica nal.","norte "
"2009","U. Of alabama at birmingham","U. Nal. De Col.","cucuta"
"2009","Georgetown U.","U. De los andes","norte "
"2009","U. Of california, irvine","U. De los andes","cucuta"
"2009","Purdue U.","U. Incca de Col.","norte "
"2009","U. Of north dakota","U. Autonoma de bucaramanga-unab-","cucuta"
"2009","U. Of north dakota","U. Del atlantico","norte "
"2009","U. Of nebraska - lincoln","U. Javeriana","cucuta"
"2009","Purdue U.","U. De caldas","norte "
"2009","U. Of nebraska - lincoln","U. De cordoba","cucuta"
"2009","U. Of alabama at birmingham","U. Pedagogica nal.","norte "
"2009","Willamette U.","U. De antioquia","cucuta"
"2009","U. Of louisville","U. Nal. De Col.","norte "
"2009","Suny stony brook","U. De los andes","cucuta"
"2009","San francisco art institute","U. Nal. De Col.","norte "
"2009","San francisco art institute","U. Nal. De Col.","cucuta"
"2009","Boston college","U. Nal. De Col.","norte "
"2009","Iowa state U.","U. Del valle","cucuta"
"2009","Ohio state U.","U. Javeriana","norte "
"2009","U. Of michigan - ann arbor","U. De los andes","cucuta"
"2009","U. Of south florida","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2009","U. Of texas at austin","U. De los andes","cucuta"
"2009","Vanderbilt U.","Escuela superior de administracion publica-esap-","norte "
"2009","Georgetown U.","U. Eafit-","cucuta"
"2009","Harvard U.","U. De los andes","norte "
"2009","Georgetown U.","U. Javeriana","cucuta"
"2009","U. Of central florida","U. Javeriana","norte "
"2009","U. Of maryland - college park","U. Eafit-","cucuta"
"2009","U. Of florida","U. De los andes","norte "
"2009","U. Of florida","U. Nal. De Col.","cucuta"
"2009","Queens college of the city U. Of new york","I.d.p.a. Conservatorio antonio ma. Valen","norte "
"2009","U. Of arkansas, fayetteville","U. Javeriana","cucuta"
"2009","U. Of maryland - college park","U. Externado de Col.","norte "
"2009","U. Of pittsburgh - main campus","U. De cartagena","cucuta"
"2009","Georgia institute of technology - main campus","U. Nal. De Col.","norte "
"2009","Georgia institute of technology - main campus","Escuela de ingenieria de antioquia eia","cucuta"
"2009","U. Of pittsburgh - main campus","Escuela de ingenieria de antioquia eia","norte "
"2009","U. Of illinois at urbana-champaign","U. Javeriana","cucuta"
"2009","Purdue U.","U. Industrial de std","norte "
"2009","George washington U., the","U. Javeriana","cucuta"
"2009","U. Of california - davis","U. Nal. De Col.","norte "
"2009","Suny college of environmental science and forestry","U. De san buenaventura","cucuta"
"2009","Southern illinois U. Carbondale","U. De nariño","norte "
"2009","Western michigan U.","Escuela nal. De antropología e historia méxico","cucuta"
"2009","Southern illinois U. Carbondale","U. Tecnologica del choco-diego luis cordoba","norte "
"2009","U. Of michigan - ann arbor","U. El bosque","cucuta"
"2009","New york U.","U. Del valle","norte "
"2009","U. Of pittsburgh - main campus","U. Santo tomas","cucuta"
"2009","Harvard U.","U. De los andes","norte "
"2009","U. Of wisconsin - madison","U. De los andes","cucuta"
"2009","New york U.","U. De los andes","norte "
"2010","Suny at buffalo","U. Javeriana","cucuta"
"2010","Suffolk U.","U. Eafit-","norte "
"2010","Columbia U. In the city of new york","U. De los andes","cucuta"
"2010","American U.","U. Pontificia bolivariana","norte "
"2010","Washington state U.","U. Del norte","cucuta"
"2010","Illinois state U.","U. De los andes","norte "
"2010","Suny at binghamton","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"2010","U. Of florida","U. De san buenaventura","norte "
"2010","U. Of florida","U. Del valle","cucuta"
"2010","U. Of nebraska - lincoln","Escuela de ingenieria de antioquia eia","norte "
"2010","U. Of connecticut","U. Javeriana","cucuta"
"2010","U. Of illinois at chicago","U. Nal. De Col.","norte "
"2010","U. Of florida","U. Del valle","cucuta"
"2010","Boston U.","U. Eafit-","norte "
"2010","American U.","U. Pontificia bolivariana","cucuta"
"2010","Carnegie mellon U.","U. De medellin","norte "
"2010","U. Of illinois at urbana-champaign","U. Del valle","cucuta"
"2010","Suny college of environmental science and forestry","Escuela de ingenieria de antioquia eia","norte "
"2010","U. Of north carolina at chapel hill","U. Nal. De Col.","cucuta"
"2010","Brown U.","U. De los andes","norte "
"2010","Boston college","U. Eafit-","cucuta"
"2010","Harvard U.","U. De los andes","norte "
"2010","Suny stony brook","U. Javeriana","cucuta"
"2010","U. Of illinois at urbana-champaign","U. Eafit-","norte "
"2010","Emory U.","Escuela de ingenieria de antioquia eia","cucuta"
"2010","Illinois institute of technology","U. Nal. De Col.","norte "
"2010","Purdue U.","U. Industrial de std","cucuta"
"2010","Ohio state U.","U. Nal. De Col.","norte "
"2010","Brigham young U.","U. Ces","cucuta"
"2010","Portland state U.","U. Del valle","norte "
"2010","Cornell U.","Colegio mayor de nuestra señora del rosario","cucuta"
"2010","Southern illinois U. Carbondale","U. Javeriana","norte "
"2010","U. Of arkansas, fayetteville","U. Externado de Col.","cucuta"
"2010","Purdue U.","Escuela militar de aviacion marco fidel suarez","norte "
"2010","U. Of arizona","U. Nal. De Col.","cucuta"
"2010","Suny stony brook","U. Del atlantico","norte "
"2010","Ohio state U.","U. Nal. De Col.","cucuta"
"2010","Michigan state U.","U. De caldas","norte "
"2010","Purdue U.","Escuela agricola panamericana, zamorano","cucuta"
"2010","Purdue U.","U. De los andes","norte "
"2010","Pennsylvania state U.","U. De caldas","cucuta"
"2010","U. Of iowa","U. Nal. De Col.","norte "
"2010","U. Of florida","U. Nal. De Col.","cucuta"
"2010","Purdue U.","U. Del norte","norte "
"2010","U. Of arkansas, fayetteville","U. Nal. De Col.","cucuta"
"2010","U. Of north dakota","U. Distrital-francisco jose de caldas","norte "
"2010","U. Of missouri - columbia","U. Del valle","cucuta"
"2010","Georgia institute of technology - main campus","U. Del valle","norte "
"2010","Suny at buffalo","U. Del valle","cucuta"
"2010","Old dominion U.","Escuela militar de aviacion marco fidel suarez","norte "
"2010","U. Of oregon","U. Del norte","cucuta"
"2010","Temple U.","U. Eafit-","norte "
"2010","U. Of delaware","U. Francisco de paula std","cucuta"
"2010","U. Of michigan - ann arbor","Escuela superior de administracion publica-esap-","norte "
"2010","U. Of washington","U. De los llanos","cucuta"
"2010","U. Of pittsburgh - main campus","U. Industrial de std","norte "
"2010","New york U.","U. De los andes","cucuta"
"2010","U. Of oregon","U. Javeriana","norte "
"2010","Syracuse U.","U. Nal. De Col.","cucuta"
"2010","U. Of california - los angeles","U. Nal. De Col.","norte "
"2010","U. Of miami","U. Javeriana","cucuta"
"2010","Columbia U. In the city of new york","U. Javeriana","norte "
"2010","Temple U.","U. Externado de Col.","cucuta"
"2010","U. Of pittsburgh - main campus","U. De los andes","norte "
"2010","U. Of maryland - college park","U. Nal. De Col.","cucuta"
"2010","Northeastern U.","U. Tecnologica de bolivar","norte "
"2010","U. Of maryland - college park","U. De los andes","cucuta"
"2010","Purdue U.","U. Pontificia bolivariana","norte "
"2010","Rush U.","U. Ces","cucuta"
"2010","Texas tech U.","U. Ces","norte "
"2010","Howard U.","U. De los andes","cucuta"
"2010","Drexel U.","U. Javeriana","norte "
"2010","Syracuse U.","U. Externado de Col.","cucuta"
"2010","Massachusetts institute of technology","Fundacion U. Autonoma de Col. -fuac-","norte "
"2010","U. Of louisville","U. Nal. De Col.","cucuta"
"2010","U. Of  - twin cities","U. De los andes","norte "
"2011","Georgetown U.","U. De san buenaventura","cucuta"
"2011","U. Of notre dame","Eberhard-karls-universitaet tuebingen","norte "
"2011","Columbia U. In the city of new york","U. Javeriana","cucuta"
"2011","U. Of florida","U. Militar-nueva granada","norte "
"2011","U. Of delaware","U. Nal. De Col.","cucuta"
"2011","Cornell U.","U. Javeriana","norte "
"2011","The U. Of montana","U. Del valle","cucuta"
"2011","Georgetown U.","U. Eafit-","norte "
"2011","Columbia U. In the city of new york","U. Pontificia bolivariana","cucuta"
"2011","Georgetown U.","U. Nal. De Col.","norte "
"2011","Ohio U. - main campus","U. Central","cucuta"
"2011","Pennsylvania state U.","U. Nal. De Col.","norte "
"2011","U. Of kansas","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"2011","Northwestern U.","U. Externado de Col.","norte "
"2011","Cornell U.","U. Javeriana","cucuta"
"2011","Emory U.","Escuela de ingenieria de antioquia eia","norte "
"2011","Rutgers, the state U. Of new jersey","U. De los andes","cucuta"
"2011","U. Of missouri - columbia","U. Nal. De Col.","norte "
"2011","U. Of oklahoma","U. Nal. De Col.","cucuta"
"2011","U. Of illinois at urbana-champaign","U. Nal. De Col.","norte "
"2011","Susquehanna U.","U. Nal. De Col.","cucuta"
"2011","Willamette U.","U. De antioquia","norte "
"2011","North carolina state U.","U. Nal. De Col.","cucuta"
"2011","American U.","U. Del norte","norte "
"2011","Ohio U. - main campus","U. Del norte","cucuta"
"2011","Worcester polytechnic institute","U. De antioquia","norte "
"2011","U. Of south florida","U. Libre","cucuta"
"2011","Suny at buffalo","Escuela Col. de ingenieria julio garavito","norte "
"2011","U. Of new mexico","U. Del cauca","cucuta"
"2011","U. Of california, santa barbara","U. Del valle","norte "
"2011","U. Of cincinnati","U. Javeriana","cucuta"
"2011","Oregon state U.","U. De antioquia","norte "
"2011","Georgetown U.","U. Pontificia bolivariana","cucuta"
"2011","Boston college","U. Nal. De Col.","norte "
"2011","Ohio state U.","U. Eafit-","cucuta"
"2011","Oklahoma state U.","Escuela Col. de ingenieria julio garavito","norte "
"2011","George mason U.","U. Del norte","cucuta"
"2011","Duke U.","U. Javeriana","norte "
"2011","U. Of illinois at urbana-champaign","U. Del valle","cucuta"
"2011","Temple U.","Colegio mayor de nuestra señora del rosario","norte "
"2011","Yeshiva U.","U. Nal. De Col.","cucuta"
"2011","U. Of delaware","U. Militar-nueva granada","norte "
"2011","U. Of miami","U. De medellin","cucuta"
"2011","Florida state U.","U. Del valle","norte "
"2011","U. Of illinois at chicago","U. Nal. De Col.","cucuta"
"2011","Columbia U. In the city of new york","U. Nal. De Col.","norte "
"2011","Pennsylvania state U.","U. Nal. De Col.","cucuta"
"2011","Southern illinois U. Carbondale","U. De caldas","norte "
"2011","Indiana U. Bloomington","U. De cordoba","cucuta"
"2011","U. Of florida","U. Nal. De Col.","norte "
"2011","Columbia U. In the city of new york","U. De los andes","cucuta"
"2011","Pennsylvania state U.","U. Nal. De Col.","norte "
"2011","Washington state U.","U. Nal. De Col.","cucuta"
"2011","Southern illinois U. Carbondale","U. Del magdalena - unimagdalena","norte "
"2011","American U.","U. Tecnologica del choco-diego luis cordoba","cucuta"
"2011","U. Of arkansas, fayetteville","U. Nal. De Col.","norte "
"2011","Suny at buffalo","U. De cartagena","cucuta"
"2011","U. Of california - davis","U. De los llanos","norte "
"2011","U. Of california - davis","Escuela Col. de ingenieria julio garavito","cucuta"
"2011","Pennsylvania state U.","U. Nal. De Col.","norte "
"2011","Purdue U.","U. Del valle","cucuta"
"2011","Suny college of environmental science and forestry","U. Del valle","norte "
"2011","U. Of southern california","U. Militar-nueva granada","cucuta"
"2011","U. Of oklahoma","U. De caldas","norte "
"2011","Texas a&m U.","U. Nal. De Col.","cucuta"
"2011","U. Of nebraska - lincoln","U. De nariño","norte "
"2011","U. Of texas at austin","U. De antioquia","cucuta"
"2011","Carnegie mellon U.","U. De los andes","norte "
"2011","Washington state U.","U. De caldas","cucuta"
"2011","U. Of nebraska - lincoln","U. Del valle","norte "
"2011","Louisiana state U. And a&m college","U. De sucre","cucuta"
"2011","Suny at binghamton","U. Nal. De Col.","norte "
"2011","U. Of washington","U. Eafit-","cucuta"
"2011","Massachusetts institute of technology","U. Nal. De Col.","norte "
"2011","U. Of maryland - college park","U. De antioquia","cucuta"
"2011","New york U.","U. Externado de Col.","norte "
"2011","American U.","Colegio mayor de nuestra señora del rosario","cucuta"
"2011","Worcester polytechnic institute","U. Autonoma del caribe- uniautonoma","norte "
"2011","Columbia U. In the city of new york","U. Javeriana","cucuta"
"2011","California institute of the arts","U. Eafit-","norte "
"2011","U. Of north texas","U. Javeriana","cucuta"
"2011","Columbia U. In the city of new york","U. Nal. De Col.","norte "
"2011","U. Of southern california","U. Javeriana","cucuta"
"2011","Duke U.","U. De los andes","norte "
"2011","Colorado state U.","U. Del tolima","cucuta"
"2011","Columbia U. In the city of new york","U. Of california - los angeles","norte "
"2011","U. Of colorado","U. Of south florida","cucuta"
"2012","Emory U.","U. Javeriana","norte "
"2012","The U. Of texas at dallas","U. Nal. De Col.","cucuta"
"2012","American U.","Escuela de ingenieria de antioquia eia","norte "
"2012","Brandeis U.","U. Pontificia bolivariana","cucuta"
"2012","U. Of arizona","U. Del valle","norte "
"2012","U. Of miami","U. Icesi","cucuta"
"2012","Tulane U.","U. Icesi","norte "
"2012","Ohio state U.","U. Eafit-","cucuta"
"2012","U. Of california, berkeley","U. Externado de Col.","norte "
"2012","U. Of maryland - college park","U. Eafit-","cucuta"
"2012","U. Of missouri - columbia","U. Industrial de std","norte "
"2012","U. Of miami","U. Autonoma de bucaramanga-unab-","cucuta"
"2012","American U.","U. Eafit-","norte "
"2012","Wake forest U.","U. Pontificia bolivariana","cucuta"
"2012","Southern illinois U. Carbondale","U. Pontificia bolivariana","norte "
"2012","Temple U.","U. Pedagogica nal.","cucuta"
"2012","Ohio state U.","U. Pontificia bolivariana","norte "
"2012","U. Of pittsburgh - main campus","U. Externado de Col.","cucuta"
"2012","U. Of massachusetts amherst","U. Nal. De Col.","norte "
"2012","Ohio state U.","U. Pontificia bolivariana","cucuta"
"2012","Purdue U.","Fundacion U. De america","norte "
"2012","Arizona state U.","U. Pedagogica nal.","cucuta"
"2012","U. Of vermont","U. Industrial de std","norte "
"2012","U. Of new mexico","U. De antioquia","cucuta"
"2012","U. Of pittsburgh - main campus","U. De los andes","norte "
"2012","Montana state U. - bozeman","U. De caldas","cucuta"
"2012","U. Of missouri - columbia","U. De los andes","norte "
"2012","Cornell U.","U. Nal. De Col.","cucuta"
"2012","U. Of kansas","U. Nal. De Col.","norte "
"2012","Temple U.","Colegio mayor de nuestra señora del rosario","cucuta"
"2012","U. Of california, santa cruz","U. De los andes","norte "
"2012","Washington state U.","U. Industrial de std","cucuta"
"2012","Suny college of environmental science and forestry","U. Autonoma de bucaramanga-unab-","norte "
"2012","U. Of nebraska at omaha","U. Metropolitana","cucuta"
"2012","U. Of california, berkeley","U. De los andes","norte "
"2012","New york U.","U. De los andes","cucuta"
"2012","U. Of michigan - ann arbor","U. Nal. De Col.","norte "
"2012","Northeastern U.","U. Distrital-francisco jose de caldas","cucuta"
"2012","Yale U.","U. De los andes","norte "
"2012","U. Of rochester","U. De antioquia","cucuta"
"2012","Colorado school of mines","U. Nal. De Col.","norte "
"2012","U. Of oklahoma","U. Industrial de std","cucuta"
"2012","Georgia state U.","U. Industrial de std","norte "
"2012","U. Of illinois at urbana-champaign","U. Industrial de std","cucuta"
"2012","Florida international U.","U. De la sabana","norte "
"2012","Columbia U. In the city of new york","Colegio mayor de nuestra señora del rosario","cucuta"
"2012","American U.","U. Eafit-","norte "
"2012","Georgetown U.","U. Javeriana","cucuta"
"2012","American U.","U. Industrial de std","norte "
"2012","Columbia U. In the city of new york","U. Pedagogica nal.","cucuta"
"2012","U. Of texas at austin","U. Nal. De Col.","norte "
"2012","U. Of houston","U. Javeriana","cucuta"
"2012","U. Of georgia","U. Pedagogica nal.","norte "
"2012","Columbia U. In the city of new york","U. De caldas","cucuta"
"2012","Columbia U. In the city of new york","U. Nal. De Col.","norte "
"2012","U. Of north texas","U. Central","cucuta"
"2012","U. Of florida","U. Del valle","norte "
"2012","U. Of oregon","U. Nal. De Col.","cucuta"
"2012","Florida state U.","U. Nal. De Col.","norte "
"2012","Mississippi state U.","U. Nal. De Col.","cucuta"
"2012","U. Of pittsburgh - main campus","U. Nal. De Col.","norte "
"2012","Michigan state U.","U. Nal. De Col.","cucuta"
"2012","U. Of florida","U. Nal. De Col.","norte "
"2012","U. Of florida","U. Del cauca","cucuta"
"2012","Purdue U.","U. Del valle","norte "
"2012","U. Of delaware","U. Industrial de std","cucuta"
"2012","Utah state U.","U. Of puerto rico - rio piedras campus","norte "
"2012","Michigan state U.","U. De la sabana","cucuta"
"2012","U. Of california - davis","U. Nal. De Col.","norte "
"2012","U. Of massachusetts - dartmouth","U. Del valle","cucuta"
"2012","Louisiana state U. And a&m college","U. Del valle","norte "
"2012","U. Of minnesota medical center - fairview","U. Libre","cucuta"
"2012","Ohio state U.","U. Nal. De Col.","norte "
"2012","The new school","U. De los andes","cucuta"
"2012","Purdue U.","U. Nal. De Col.","norte "
"2012","Colorado state U.","U. Nal. De Col.","cucuta"
"2012","The U. Of tennessee - knoxville","U. Nal. De Col.","norte "
"2012","Columbia U. In the city of new york","U. De antioquia","cucuta"
"2012","Purdue U.","U. Del norte","norte "
"2012","Brown U.","Colegio mayor de nuestra señora del rosario","cucuta"
"2012","Purdue U.","U. Javeriana","norte "
"2012","Purdue U.","U. Pontificia bolivariana","cucuta"
"2012","Purdue U.","U. Del valle","norte "
"2012","Rutgers, the state U. Of new jersey","U. Javeriana","cucuta"
"2012","Lincoln U.","U. Nal. De Col.","norte "
"2012","Bard college","U. Nal. De Col.","cucuta"
"2013","U. Of kansas","U. Del valle","norte "
"2013","U. Of illinois at chicago","U. Nal. De Col.","cucuta"
"2013","Cornell U.","U. Nal. De Col.","norte "
"2013","U. Of illinois at chicago","U. Nal. De Col.","cucuta"
"2013","U. Of florida","U. El bosque","norte "
"2013","U. Of texas at austin","U. Nal. De Col.","cucuta"
"2013","Georgia institute of technology - main campus","U. Eafit-","norte "
"2013","Ohio state U.","U. De san buenaventura","cucuta"
"2013","U. Of nebraska - lincoln","U. Tecnologica de bolivar","norte "
"2013","North carolina state U.","U. Nal. De Col.","cucuta"
"2013","Rutgers, the state U. Of new jersey","U. Nal. De Col.","norte "
"2013","U. Of north carolina at charlotte","U. Del valle","cucuta"
"2013","Harvard U.","U. De los andes","norte "
"2013","Illinois institute of technology","U. De los andes","cucuta"
