AÑO,"SOURCE","TARGET","ESTADO"
"1958","New york U.","U. Pontificia bolivariana","norte "
"1958","U. Of illinois at urbana-champaign","U. De los andes","cucuta"
"1958","U. Of notre dame","U. De los andes","norte "
"1958","Rensselaer polytechnic institute","U. Nal. De Col.","cucuta"
"1958","Rice U.","U. Nal. De Col.","norte "
"1959","Southern methodist U.","U. Pontificia bolivariana","cucuta"
"1959","U. Of illinois at urbana-champaign","U. De los andes","norte "
"1959","U. Of illinois at urbana-champaign","U. De los andes","cucuta"
"1960","Harvard U.","U. Javeriana","norte "
"1960","Central washington U.","U. Nal. De Col.","cucuta"
"1960","U. Of tulsa","U. Industrial de std","norte "
"1960","Cornell U.","U. Nal. De Col.","cucuta"
"1960","Bowdoin college","U. Del atlantico","norte "
"1961","Michigan state U.","U. De los andes","cucuta"
"1961","Michigan state U.","U. Nal. De Col.","norte "
"1961","Michigan state U.","U. De los andes","cucuta"
"1961","Baylor U.","U. Nal. De Col.","norte "
"1961","Georgetown U.","U. Javeriana","cucuta"
"1961","Saint louis U.-main campus","U. Pedagogica nal.","norte "
"1961","Otterbein U.","U. Del atlantico","cucuta"
"1961","Pennsylvania state U.","U. Del atlantico","norte "
"1961","U. Of rochester","Instituto caro y cuervo","cucuta"
"1961","U. Of rochester","Instituto caro y cuervo","norte "
"1962","Harvard U.","U. Javeriana","cucuta"
"1962","U. Of colorado","U. Nal. De Col.","norte "
"1962","Ohio state U.","U. Industrial de std","cucuta"
"1962","Stanford U.","U. Javeriana","norte "
"1962","U. Of california - los angeles","U. Pedagogica nal.","cucuta"
"1962","U. Of california, berkeley","U. Del atlantico","norte "
"1962","Michigan state U.","U. Javeriana","cucuta"
"1963","Southern methodist U.","U. De cartagena","norte "
"1963","Western michigan U.","U. Nal. De Col.","cucuta"
"1963","Johns hopkins U.","U. Nal. De Col.","norte "
"1963","U. Of illinois at urbana-champaign","U. De los andes","cucuta"
"1963","Stanford U.","U. Del cauca","norte "
"1963","Massachusetts institute of technology","U. De los andes","cucuta"
"1963","Massachusetts institute of technology","U. Industrial de std","norte "
"1963","Saint louis U.-main campus","U. Pedagogica nal.","cucuta"
"1963","Harvard U.","Colegio mayor de nuestra señora del rosario","norte "
"1963","U. Of wisconsin - madison","U. Nal. De Col.","cucuta"
"1963","U. Of oregon","U. De los andes","norte "
"1964","Iowa state U.","U. Del valle","cucuta"
"1964","Northwestern U.","U. Javeriana","norte "
"1964","U. Of california - los angeles","U. Nal. De Col.","cucuta"
"1964","U. Of california - los angeles","U. Nal. De Col.","norte "
"1964","U. Of georgia","U. De nariño","cucuta"
"1964","U. Of rochester","U. De caldas","norte "
"1964","Johns hopkins U.","U. Nal. De Col.","cucuta"
"1964","Columbia U. In the city of new york","U. De cartagena","norte "
"1964","Southern methodist U.","U. Javeriana","cucuta"
"1964","U. Of wisconsin - madison","U. Javeriana","norte "
"1964","U. Of michigan - ann arbor","U. Pedagogica nal.","cucuta"
"1964","Cornell U.","U. Nal. De Col.","norte "
"1964","Massachusetts institute of technology","U. Javeriana","cucuta"
"1964","Indiana U. Bloomington","U. Javeriana","norte "
"1964","U. Of oklahoma","U. Javeriana","cucuta"
"1964","Georgetown U.","U. De antioquia","norte "
"1965","U. Of kansas","U. De los andes","cucuta"
"1965","Syracuse U.","U. Pedagogica nal.","norte "
"1965","Princeton U.","U. Javeriana","cucuta"
"1965","New york U.","U. Nal. De Col.","norte "
"1965","Southern methodist U.","Colegio mayor de nuestra señora del rosario","cucuta"
"1965","Yale U.","U. Nal. De Col.","norte "
"1965","U. Of illinois at urbana-champaign","U. Javeriana","cucuta"
"1965","U. Of illinois at urbana-champaign","U. Nal. De Col.","norte "
"1965","Purdue U.","U. De cartagena","cucuta"
"1965","U. Of california - los angeles","U. Del cauca","norte "
"1965","U. Of new mexico","U. De los andes","cucuta"
"1965","Georgia institute of technology - main campus","U. Nal. De Col.","norte "
"1965","Stanford U.","U. De los andes","cucuta"
"1965","U. Of miami","U. Pedagogica y tecnologica de Col. - uptc","norte "
"1965","Stanford U.","U. De los andes","cucuta"
"1965","Oklahoma state U.","U. De antioquia","norte "
"1965","U. Of miami","U. Nal. De Col.","cucuta"
"1965","U. Of florida","U. Pedagogica nal.","norte "
"1965","Indiana U. Bloomington","U. Nal. De Col.","cucuta"
"1965","Washington U. In st louis","U. Pedagogica nal.","norte "
"1965","U. Of cincinnati","U. Nal. De Col.","cucuta"
"1966","Claremont graduate U.","U. De caldas","norte "
"1966","Vanderbilt U.","U. Javeriana","cucuta"
"1966","Michigan state U.","U. De los andes","norte "
"1966","U. Of texas at austin","U. Del atlantico","cucuta"
"1966","Colorado state U.","U. Nal. De Col.","norte "
"1966","Louisiana state U. And a&m college","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"1966","Colorado state U.","U. De los andes","norte "
"1966","U. Of kansas","U. Del atlantico","cucuta"
"1966","U. Of wisconsin - madison","U. Del valle","norte "
"1966","Iowa state U.","U. Pedagogica nal.","cucuta"
"1966","Fordham U.","U. Pontificia bolivariana","norte "
"1967","Arizona state U.","U. De caldas","cucuta"
"1967","Yale U.","U. De los andes","norte "
"1967","Illinois institute of technology","U. Nal. De Col.","cucuta"
"1967","Kansas state U.","U. Nal. De Col.","norte "
"1967","Iowa state U.","U. De los andes","cucuta"
"1967","Montana state U. - bozeman","U. Del valle","norte "
"1967","U. Of illinois at urbana-champaign","U. De los andes","cucuta"
"1967","U. Of north dakota","U. De los andes","norte "
"1967","U. Of california - los angeles","U. De los andes","cucuta"
"1967","Illinois institute of technology","U. Del valle","norte "
"1967","U. Of arizona","U. Javeriana","cucuta"
"1967","Illinois institute of technology","U. De los andes","norte "
"1967","Columbia U. In the city of new york","U. Pontificia bolivariana","cucuta"
"1968","U. Of wisconsin - milwaukee","U. Javeriana","norte "
"1968","Kansas state U.","U. Pedagogica nal.","cucuta"
"1968","Texas a&m U.","U. Javeriana","norte "
"1968","U. Of california - los angeles","U. Nal. De Col.","cucuta"
"1968","U. Of illinois at urbana-champaign","U. Nal. De Col.","norte "
"1968","Rensselaer polytechnic institute","U. De los andes","cucuta"
"1968","Stevens institute of technology","Escuela naval de cadetes almirante padilla","norte "
"1968","Rensselaer polytechnic institute","U. Nal. De Col.","cucuta"
"1968","U. Of puerto rico","U. Pedagogica y tecnologica de Col. - uptc","norte "
"1968","Rutgers, the state U. Of new jersey","U. Nal. De Col.","cucuta"
"1969","Stanford U.","U. Del valle","norte "
"1969","Southern methodist U.","Colegio mayor de nuestra señora del rosario","cucuta"
"1969","New york U.","U. Nal. De Col.","norte "
"1969","Stanford U.","U. Javeriana","cucuta"
"1969","Michigan state U.","U. Javeriana","norte "
"1969","Colorado state U.","U. De antioquia","cucuta"
"1969","U. Of south florida","U. Nal. De Col.","norte "
"1969","U. Of north carolina at chapel hill","Instituto ibac","cucuta"
"1970","Tufts U.","U. De roma","norte "
"1970","U. Of pennsylvania","U. Nal. De Col.","cucuta"
"1970","Tufts U.","U. Industrial de std","norte "
"1970","U. Of texas at austin","U. De los andes","cucuta"
"1970","U. Of iowa","U. Nal. De Col.","norte "
"1971","U. Of new mexico","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1971","Suny at albany","Colegio mayor de nuestra señora del rosario","norte "
"1971","Wichita state U.","U. Javeriana","cucuta"
"1971","Georgia state U.","U. Del valle","norte "
"1971","Georgia institute of technology - main campus","U. De los andes","cucuta"
"1971","Georgia state U.","U. De los andes","norte "
"1971","Kansas state U.","U. Industrial de std","cucuta"
"1971","Montana state U. - bozeman","U. Del valle","norte "
"1971","Harvard U.","U. De los andes","cucuta"
"1972","U. Of south carolina - columbia","U. Eafit-","norte "
"1972","New york U.","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1972","Kansas state U.","U. De los andes","norte "
"1972","U. Of oregon","U. De los andes","cucuta"
"1972","U. Of texas at austin","U. Del atlantico","norte "
"1972","Cornell U.","U. Javeriana","cucuta"
"1972","U. Of texas at austin","Colegio mayor de nuestra señora del rosario","norte "
"1972","Western michigan U.","U. Nal. De Col.","cucuta"
"1972","Indiana U. Bloomington","U. Javeriana","norte "
"1972","Georgia institute of technology - main campus","U. Javeriana","cucuta"
"1972","Stanford U.","U. Javeriana","norte "
"1972","U. Of massachusetts amherst","U. De los andes","cucuta"
"1972","Stanford U.","U. De los andes","norte "
"1972","U. Of southern california","U. De los andes","cucuta"
"1972","Indiana U. Bloomington","U. De los andes","norte "
"1972","Boston U.","U. Nal. De Col.","cucuta"
"1972","Northeastern U.","U. Industrial de std","norte "
"1972","Massachusetts institute of technology","U. Nal. De Col.","cucuta"
"1972","Unknown","U. De antioquia","norte "
"1972","Indiana U. Bloomington","U. De los andes","cucuta"
"1972","Indiana U. Bloomington","U. De antioquia","norte "
"1972","Indiana U. Bloomington","U. De antioquia","cucuta"
"1972","U. Of iowa","U. Pedagogica nal.","norte "
"1973","Princeton U.","U. De los andes","cucuta"
"1973","Southern illinois U. Carbondale","U. De los andes","norte "
"1973","Suny at buffalo","U. De los andes","cucuta"
"1973","Stanford U.","U. Javeriana","norte "
"1973","Ohio state U.","U. Javeriana","cucuta"
"1973","Southwestern legal foundation","U. Javeriana","norte "
"1973","U. Of iowa","U. Pedagogica nal.","cucuta"
"1973","Georgetown U.","U. Javeriana","norte "
"1973","Columbia U. In the city of new york","U. Javeriana","cucuta"
"1973","Oklahoma state U.","U. Pedagogica nal.","norte "
"1973","Georgia institute of technology - main campus","U. Javeriana","cucuta"
"1973","U. Of arizona","U. Nal. De Col.","norte "
"1973","U. Of minnesota - twin cities","U. De los andes","cucuta"
"1973","U. Of massachusetts amherst","U. De los andes","norte "
"1973","Stanford U.","U. De los andes","cucuta"
"1973","U. Of pittsburgh - main campus","U. Del valle","norte "
"1973","Indiana U. Bloomington","U. De los andes","cucuta"
"1974","Massachusetts institute of technology","U. De los andes","norte "
"1974","Harvard U.","U. Del atlantico","cucuta"
"1974","U. Of miami","U. Pedagogica y tecnologica de Col. - uptc","norte "
"1974","Harvard U.","U. De los andes","cucuta"
"1974","Harvard U.","U. De los andes","norte "
"1974","Harvard U.","U. De los andes","cucuta"
"1974","U. Of wisconsin - milwaukee","U. Javeriana","norte "
"1974","Northern illinois U.","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1974","Portland state U.","U. Pedagogica y tecnologica de Col. - uptc","norte "
"1974","Temple U.","U. Nal. De Col.","cucuta"
"1974","Clemson U.","U. Nal. De Col.","norte "
"1974","Stevens institute of technology","U. Nal. De Col.","cucuta"
"1974","U. Of michigan - ann arbor","U. Nal. De Col.","norte "
"1974","U. Of pittsburgh - main campus","U. Nal. De Col.","cucuta"
"1974","U. Of michigan - ann arbor","U. De cartagena","norte "
"1974","Massachusetts institute of technology","U. De los andes","cucuta"
"1974","Purdue U.","U. Nal. De Col.","norte "
"1974","U. Of vermont","U. Del cauca","cucuta"
"1974","Ohio state U.","U. De los andes","norte "
"1974","U. Of wisconsin - madison","U. Javeriana","cucuta"
"1974","U. Of the pacific","U. Distrital-francisco jose de caldas","norte "
"1974","U. Of houston","U. Industrial de std","cucuta"
"1974","Georgia institute of technology - main campus","U. De los andes","norte "
"1974","Unknown","U. De los andes","cucuta"
"1974","U. Of wisconsin - madison","U. De los andes","norte "
"1974","U. Of iowa","U. Del atlantico","cucuta"
"1974","U. Of kansas","U. Del valle","norte "
"1974","U. Of cincinnati","U. Nal. De Col.","cucuta"
"1974","U. Of akron","U. Javeriana","norte "
"1974","U. Of rochester","U. Nal. De Col.","cucuta"
"1974","Harvard U.","U. Nal. De Col.","norte "
"1974","Michigan state U.","U. De los andes","cucuta"
"1975","Harvard U.","U. De los andes","norte "
"1975","Southern illinois U. Carbondale","U. Nal. De Col.","cucuta"
"1975","Syracuse U.","U. Javeriana","norte "
"1975","U. Of new mexico","U. De antioquia","cucuta"
"1975","Clemson U.","U. Nal. De Col.","norte "
"1975","Ohio U. - main campus","U. De los andes","cucuta"
"1975","Stanford U.","U. De los andes","norte "
"1975","Washington U. In st louis","U. De los andes","cucuta"
"1975","Ohio U. - main campus","U. De los andes","norte "
"1975","The new school","U. De los andes","cucuta"
"1975","U. Of vermont","U. De los andes","norte "
"1975","Southern illinois U. Carbondale","U. Nal. De Col.","cucuta"
"1975","U. Of florida","U. De los andes","norte "
"1975","U. Of cincinnati","U. Nal. De Col.","cucuta"
"1975","U. Of louisville","U. Javeriana","norte "
"1976","Harvard U.","U. De los andes","cucuta"
"1976","Stanford U.","U. Eafit-","norte "
"1976","Indiana U. Bloomington","U. Del norte","cucuta"
"1976","Massachusetts institute of technology","U. De los andes","norte "
"1976","U. Of california, berkeley","U. Javeriana","cucuta"
"1976","Columbia U. In the city of new york","U. De los andes","norte "
"1976","Purdue U.","U. De los andes","cucuta"
"1976","Ohio U. - main campus","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1976","Stanford U.","U. De los andes","cucuta"
"1976","Columbia U. In the city of new york","U. Javeriana","norte "
"1976","Temple U.","U. Nal. De Col.","cucuta"
"1976","Temple U.","U. Nal. De Col.","norte "
"1976","U. Of louisville","U. De los andes","cucuta"
"1976","U. Of pittsburgh - main campus","U. De los andes","norte "
"1976","Massachusetts institute of technology","U. Nal. De Col.","cucuta"
"1976","U. Of louisville","U. Nal. De Col.","norte "
"1976","Rensselaer polytechnic institute","U. De los andes","cucuta"
"1976","Ohio U. - main campus","U. Nal. De Col.","norte "
"1976","Suny at buffalo","U. Del valle","cucuta"
"1976","U. Of michigan - ann arbor","U. Pontificia bolivariana","norte "
"1976","Carnegie mellon U.","U. De los andes","cucuta"
"1976","Columbia U. In the city of new york","U. De los andes","norte "
"1976","Ohio U. - main campus","U. Industrial de std","cucuta"
"1976","Ohio U. - main campus","U. De los andes","norte "
"1976","Manhattan college","U. Nal. De Col.","cucuta"
"1976","U. Of california - los angeles","U. Industrial de std","norte "
"1976","Georgetown U.","U. De antioquia","cucuta"
"1976","U. Of pittsburgh - main campus","U. Libre","norte "
"1976","Tulane U.","U. Nal. De Col.","cucuta"
"1976","Lehigh U.","U. Javeriana","norte "
"1976","Duke U.","U. Nal. De Col.","cucuta"
"1976","Rutgers, the state U. Of new jersey","U. De los andes","norte "
"1976","U. Of louisville","U. Javeriana","cucuta"
"1976","Oregon state U.","U. Nal. De Col.","norte "
"1976","Suny college of environmental science and forestry","U. Nal. De Col.","cucuta"
"1976","U. Of northern iowa","U. Pedagogica y tecnologica de Col. - uptc","norte "
"1977","Harvard U.","U. De los andes","cucuta"
"1977","U. Of south carolina - columbia","U. Del norte","norte "
"1977","Cornell U.","U. Nal. De Col.","cucuta"
"1977","North dakota state U. - main campus","U. De cordoba","norte "
"1977","U. Of miami","U. Del valle","cucuta"
"1977","Boston U.","U. De los andes","norte "
"1977","Johns hopkins U.","U. De los andes","cucuta"
"1977","Ohio U. - main campus","U. De los andes","norte "
"1977","San diego state U.","U. Nal. De Col.","cucuta"
"1977","Harvard U.","U. Nal. De Col.","norte "
"1977","Southern methodist U.","Colegio mayor de nuestra señora del rosario","cucuta"
"1977","U. Of illinois at urbana-champaign","Colegio mayor de nuestra señora del rosario","norte "
"1977","Harvard U.","U. De los andes","cucuta"
"1977","Unknown","U. Javeriana","norte "
"1977","The new school","U. De los andes","cucuta"
"1977","U. Of wisconsin - madison","U. De los andes","norte "
"1977","Ohio U. - main campus","U. De cartagena","cucuta"
"1977","Purdue U.","U. Del valle","norte "
"1977","U. Of south carolina - columbia","U. De los andes","cucuta"
"1977","Temple U.","U. Pedagogica nal.","norte "
"1977","U. Of california, berkeley","U. Javeriana","cucuta"
"1977","Vanderbilt U.","U. Industrial de std","norte "
"1977","Duke U.","U. Nal. De Col.","cucuta"
"1977","U. Of illinois at urbana-champaign","U. Nal. De Col.","norte "
"1977","Rensselaer polytechnic institute","U. De los andes","cucuta"
"1977","U. Of houston","U. De los andes","norte "
"1977","Rensselaer polytechnic institute","U. Industrial de std","cucuta"
"1977","Rensselaer polytechnic institute","U. Industrial de std","norte "
"1977","Case western reserve U.","U. Del cauca","cucuta"
"1977","The U. Of tennessee - knoxville","U. Distrital-francisco jose de caldas","norte "
"1977","U. Of south carolina - columbia","U. De los andes","cucuta"
"1977","Rutgers, the state U. Of new jersey","U. Del norte","norte "
"1977","Lehigh U.","U. Industrial de std","cucuta"
"1977","Ball state U.","U. De pamplona","norte "
"1977","U. Of louisville","U. Del atlantico","cucuta"
"1977","U. Of cincinnati","U. Nal. De Col.","norte "
"1977","U. Of rochester","U. De los andes","cucuta"
"1977","Michigan state U.","U. Javeriana","norte "
"1977","U. Of southern california","U. De los andes","cucuta"
"1977","U. Of wyoming","U. Nal. De Col.","norte "
"1977","U. Of south carolina - columbia","U. De los andes","cucuta"
"1978","U. Of pennsylvania","U. Javeriana","norte "
"1978","Virginia polytechnic institute and state U.","U. Javeriana","cucuta"
"1978","Baylor college of medicine","U. De los andes","norte "
"1978","Wake forest U.","U. De los andes","cucuta"
"1978","Duke U.","U. Del valle","norte "
"1978","U. Of california, riverside","U. Del valle","cucuta"
"1978","U. Of missouri - columbia","U. De los andes","norte "
"1978","Indiana U. Bloomington","U. De los andes","cucuta"
"1978","U. Of south carolina - columbia","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1978","Suny stony brook","U. Javeriana","cucuta"
"1978","Yale U.","Colegio mayor de nuestra señora del rosario","norte "
"1978","U. Of pennsylvania","U. De los andes","cucuta"
"1978","The U. Of texas at dallas","Colegio mayor de nuestra señora del rosario","norte "
"1978","Syracuse U.","U. Distrital-francisco jose de caldas","cucuta"
"1978","Harvard U.","U. Javeriana","norte "
"1978","Harvard U.","U. Javeriana","cucuta"
"1978","Harvard U.","London U.","norte "
"1978","The new school","U. De los andes","cucuta"
"1978","U. Of georgia","U. Nal. De Col.","norte "
"1978","U. Of california, berkeley","U. Del valle","cucuta"
"1978","Stanford U.","U. De los andes","norte "
"1978","Georgia institute of technology - main campus","U. Javeriana","cucuta"
"1978","Suny at buffalo","U. Javeriana","norte "
"1978","Rensselaer polytechnic institute","U. De los andes","cucuta"
"1978","Rensselaer polytechnic institute","U. De los andes","norte "
"1978","U. Of florida","U. Industrial de std","cucuta"
"1978","Vanderbilt U.","U. Javeriana","norte "
"1978","Suny stony brook","U. Del cauca","cucuta"
"1978","U. Of michigan - ann arbor","U. De los andes","norte "
"1978","U. Of southern california","U. Distrital-francisco jose de caldas","cucuta"
"1978","U. Of missouri - columbia","U. Nal. De Col.","norte "
"1978","U. Of michigan - ann arbor","U. De los andes","cucuta"
"1978","U. Of toledo","U. Incca de Col.","norte "
"1978","U. Of pittsburgh - main campus","U. De los andes","cucuta"
"1978","U. Of oregon","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1978","U. Of kansas","U. Libre","cucuta"
"1978","U. Of houston","U. De los andes","norte "
"1978","U. Of michigan - ann arbor","U. De los andes","cucuta"
"1978","The U. Of montana","U. Pedagogica nal.","norte "
"1978","Boston college","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1978","Washington state U.","U. Tecnologica del choco-diego luis cordoba","norte "
"1978","Yeshiva U.","U. Nal. De Col.","cucuta"
"1978","Suny college of environmental science and forestry","U. Nal. De Col.","norte "
"1978","Clemson U.","U. Del tolima","cucuta"
"1979","New york U.","U. De los andes","norte "
"1979","U. Of pennsylvania","U. De los andes","cucuta"
"1979","Suny stony brook","Colegio mayor de nuestra señora del rosario","norte "
"1979","U. Of pennsylvania","U. Nal. De Col.","cucuta"
"1979","Adelphi U.","U. Nal. De Col.","norte "
"1979","U. Of arizona","U. Javeriana","cucuta"
"1979","Texas a&m U.","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1979","Harvard U.","U. De madrid","cucuta"
"1979","Marquette U.","U. Del tolima","norte "
"1979","Southwestern legal foundation","Colegio mayor de nuestra señora del rosario","cucuta"
"1979","Washington U. In st louis","U. Nal. De Col.","norte "
"1979","New york U.","U. De san buenaventura","cucuta"
"1979","Suny at buffalo","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1979","U. Of new hampshire","U. De antioquia","cucuta"
"1979","Miami U.","U. De pamplona","norte "
"1979","Columbia U. In the city of new york","U. Del valle","cucuta"
"1979","Radford U.","U. Pedagogica nal.","norte "
"1979","Suny stony brook","Colegio mayor de nuestra señora del rosario","cucuta"
"1979","Pennsylvania state U.","U. Pedagogica nal.","norte "
"1979","Ohio state U.","U. Nal. De Col.","cucuta"
"1979","U. Of minnesota - ","U. De antioquia","norte "
"1979","Washington state U.","U. De cartagena","cucuta"
"1979","U. Of wisconsin - madison","U. Nal. De Col.","norte "
"1979","Pennsylvania state U.","U. Pedagogica nal.","cucuta"
"1979","U. Of utah","U. Nal. De Col.","norte "
"1979","U. Of hawaii at manoa","U. De nariño","cucuta"
"1979","Southern illinois U. Carbondale","U. Del tolima","norte "
"1979","Case western reserve U.","U. Javeriana","cucuta"
"1979","Washington U. In st louis","U. Javeriana","norte "
"1979","U. Of pittsburgh - main campus","U. De los andes","cucuta"
"1979","U. Of south carolina - columbia","U. Industrial de std","norte "
"1979","Massachusetts institute of technology","U. Nal. De Col.","cucuta"
"1979","Purdue U.","U. Nal. De Col.","norte "
"1979","Rensselaer polytechnic institute","U. Nal. De Col.","cucuta"
"1979","U. Of pittsburgh - main campus","U. Javeriana","norte "
"1979","U. Of louisville","U. Nal. De Col.","cucuta"
"1979","U. Of florida","U. Santo tomas","norte "
"1979","U. Of connecticut","U. Distrital-francisco jose de caldas","cucuta"
"1979","Syracuse U.","U. Javeriana","norte "
"1979","Purdue U.","U. Distrital-francisco jose de caldas","cucuta"
"1979","U. Of louisville","U. Javeriana","norte "
"1979","Harvard U.","U. De los andes","cucuta"
"1979","U. Of pittsburgh - main campus","U. De los andes","norte "
"1979","Lehigh U.","U. Del valle","cucuta"
"1979","Stanford U.","U. Pontificia bolivariana","norte "
"1979","U. Of minnesota - twin cities","U. Nal. De Col.","cucuta"
"1979","U. Of wisconsin - madison","U. De antioquia","norte "
"1979","U. Of arizona","U. Nal. De Col.","cucuta"
"1979","U. Of kentucky","U. Nal. De Col.","norte "
"1979","Case western reserve U.","U. Del valle","cucuta"
"1979","Ball state U.","U. Pedagogica nal.","norte "
"1979","Cornell U.","U. De los andes","cucuta"
"1979","Southern illinois U. Carbondale","U. Nal. De Col.","norte "
"1979","U. Of kansas","U. Nal. De Col.","cucuta"
"1979","U. Of new hampshire","U. De nariño","norte "
"1979","U. Of kansas","U. Del atlantico","cucuta"
"1979","U. Of kansas","U. Del atlantico","norte "
"1979","Columbia U. In the city of new york","U. Javeriana","cucuta"
"1979","Suny at albany","U. Santiago de cali","norte "
"1979","Suny stony brook","U. De antioquia","cucuta"
"1979","U. Of maryland - college park","U. Del valle","norte "
"1979","Temple U.","U. Pedagogica nal.","cucuta"
"1979","Suny stony brook","U. Javeriana","norte "
"1979","U.n.j.","U. Nal. De Col.","cucuta"
"1979","Suny stony brook","U. Pontificia bolivariana","norte "
"1979","U. Of illinois at urbana-champaign","U. Pontificia bolivariana","cucuta"
"1979","U. Of texas at austin","Colegio mayor de nuestra señora del rosario","norte "
"1980","U. Of pennsylvania","U. Javeriana","cucuta"
"1980","U. Of south carolina - columbia","Colegio de estudios superiores de administracion-cesa-","norte "
"1980","Ohio state U.","U. Nal de Col.","cucuta"
"1980","Washington U. In st louis","U. Nal de Col.","norte "
"1980","The new school","U. Del valle","cucuta"
"1980","Pratt institute","U. Nal de Col.","norte "
"1980","Louisiana state U. And a&m college","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"1980","U. Of minnesota - twin cities","U. De los andes","norte "
"1980","U. Of rhode island","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"1980","U. Of rhode island","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1980","U. Of florida","U. De los andes","cucuta"
"1980","U. Of virginia","Colegio mayor de nuestra señora del rosario","norte "
"1980","Temple U.","U. De los andes","cucuta"
"1980","Suny at binghamton","U. Nal de Col.","norte "
"1980","Suny at buffalo","U. Nal de Col.","cucuta"
"1980","U. Of pennsylvania","U. De los andes","norte "
"1980","Centre college","U. Del atlantico","cucuta"
"1980","U. Of pittsburgh - main campus","U. De los andes","norte "
"1980","Southern illinois U. Carbondale","U. De caldas","cucuta"
"1980","Virginia polytechnic institute and state U.","U. Nal de Col.","norte "
"1980","Southern illinois U. Carbondale","U. Nal de Col.","cucuta"
"1980","Iowa state U.","U. Del valle","norte "
"1980","Suny at buffalo","U. Javeriana","cucuta"
"1980","Suny at buffalo","U. De los andes","norte "
"1980","U. Of texas at austin","U. Nal de Col.","cucuta"
"1980","U. Of louisville","U. Del valle","norte "
"1980","U. Of massachusetts amherst","U. De cartagena","cucuta"
"1980","U. Of illinois at urbana-champaign","U. Nal de Col.","norte "
"1980","Syracuse U.","U. Javeriana","cucuta"
"1980","Suny stony brook","U. De los andes","norte "
"1980","Suny at buffalo","U. Nal de Col.","cucuta"
"1980","Rensselaer polytechnic institute","U. Industrial de std","norte "
"1980","U. Of south carolina - columbia","U. Javeriana","cucuta"
"1980","U. Of south carolina - columbia","U. Javeriana","norte "
"1980","Northeastern U.","U. De los andes","cucuta"
"1980","Temple U.","U. Nal de Col.","norte "
"1980","U. Of texas at austin","U. Nal de Col.","cucuta"
"1980","Rensselaer polytechnic institute","U. Nal de Col.","norte "
"1980","Iowa state U.","U. Del atlantico","cucuta"
"1980","U. Of pittsburgh - main campus","U. De antioquia","norte "
"1980","U. Of kansas","U. De los andes","cucuta"
"1980","U. Of pittsburgh - main campus","U. De nariño","norte "
"1980","Southern illinois U. Carbondale","U. Del atlantico","cucuta"
"1980","Southern illinois U. Carbondale","U. De nariño","norte "
"1980","Virginia polytechnic institute and state U.","U. Pedagogica nal","cucuta"
"1980","U. Of new haven","U. Externado de Col.","norte "
"1980","U. Of kansas","U. Nal de Col.","cucuta"
"1980","U. Of oregon","U. Del atlantico","norte "
"1980","Ohio U. - main campus","U. Nal de Col.","cucuta"
"1980","U. Of cincinnati","U. Nal de Col.","norte "
"1980","U. Of toledo","U. Nal de Col.","cucuta"
"1980","U. Of connecticut","U. De los andes","norte "
"1980","Washington state U.","U. Del valle","cucuta"
"1980","Ball state U.","U. Javeriana","norte "
"1980","Harvard U.","U. De los andes","cucuta"
"1980","Syracuse U.","U. De los andes","norte "
"1980","U. Of virginia","U. De los andes","cucuta"
"1980","The new school","U. Del norte","norte "
"1980","U. Of toledo","U. Nal de Col.","cucuta"
"1980","Suny at buffalo","U. De antioquia","norte "
"1980","Lehigh U.","U. De antioquia","cucuta"
"1980","North dakota state U. - main campus","U. Nal de Col.","norte "
"1981","Northern illinois U.","U. Del valle","cucuta"
"1981","Suny stony brook","U. Eafit-","norte "
"1981","Oregon state U.","U. De nariño","cucuta"
"1981","Ohio state U.","U. Javeriana","norte "
"1981","Virginia polytechnic institute and state U.","U. De los andes","cucuta"
"1981","Oregon state U.","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1981","Ball state U.","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1981","U. Of pittsburgh - main campus","U. Del quindio","norte "
"1981","Suny stony brook","U. Javeriana","cucuta"
"1981","U. Of kansas","U. Pedagogica nal","norte "
"1981","Suny stony brook","U. Del valle","cucuta"
"1981","Indiana U. Bloomington","U. Nal de Col.","norte "
"1981","Suny stony brook","U. Javeriana","cucuta"
"1981","U. Of massachusetts amherst","U. De los andes","norte "
"1981","Rensselaer polytechnic institute","Escuela Col. de ingenieria julio garavito","cucuta"
"1981","Suny at buffalo","Escuela Col. de ingenieria julio garavito","norte "
"1981","Vanderbilt U.","Escuela Col. de ingenieria julio garavito","cucuta"
"1981","Rensselaer polytechnic institute","U. Del cauca","norte "
